_H:	|batch	|epoch	$train_mode	|trial	|tick	$trial_name	$obj	$rot	$output_name	%minus_cycles	%sse	%norm_err	%cos_err	%cos_err_prv	%cos_err_vs_prv	%V1h_cos_err	%V1h_cos_err_prv	%V1h_cos_err_vs_prv	%V2h_cos_err	%V2h_cos_err_prv	%V2h_cos_err_vs_prv	%Output_act_m	%ext_rew
_D:	0	5	"TRAIN"	18	18	"4_S+T+"	"03"	"216"	""	50	32.038	0.0334201	0.647214	0.590204	0.0570101	0.647214	0.590204	0.0570101	0	0	0	0.787906	0
_D:	0	5	"TRAIN"	19	19	"4_S+T+"	"03"	"228"	""	50	33.3773	0.0394965	0.678349	0.656894	0.0214554	0.678349	0.656894	0.0214554	0	0	0	0.7661	0
_D:	0	5	"TRAIN"	20	20	"4_S+T+"	"03"	"240"	""	50	28.7659	0.0403646	0.75325	0.576856	0.176394	0.75325	0.576856	0.176394	0	0	0	0.77379	0
_D:	0	5	"TRAIN"	21	21	"4_S+T+"	"03"	"252"	""	50	27.6699	0.0368924	0.745251	0.547501	0.19775	0.745251	0.547501	0.19775	0	0	0	0.78654	0
_D:	0	5	"TRAIN"	22	22	"4_S+T+"	"03"	"264"	""	50	29.4294	0.0360243	0.712326	0.550936	0.16139	0.712326	0.550936	0.16139	0	0	0	0.791296	0
_D:	0	5	"TRAIN"	23	23	"4_S+T+"	"03"	"276"	""	50	31.1325	0.03125	0.699798	0.562971	0.136828	0.699798	0.562971	0.136828	0	0	0	0.851926	0
_D:	0	5	"TRAIN"	24	24	"4_S+T+"	"03"	"288"	""	50	30.4442	0.0295139	0.71935	0.486167	0.233183	0.71935	0.486167	0.233183	0	0	0	0.862296	0
_D:	0	5	"TRAIN"	25	25	"4_S+T+"	"03"	"300"	""	50	30.1499	0.0277778	0.675456	0.480472	0.194984	0.675456	0.480472	0.194984	0	0	0	0.867435	0
_D:	0	5	"TRAIN"	26	26	"4_S+T+"	"03"	"312"	""	50	31.1484	0.031684	0.639072	0.516611	0.122461	0.639072	0.516611	0.122461	0	0	0	0.879769	0
_D:	0	5	"TRAIN"	27	27	"4_S+T+"	"03"	"324"	""	50	22.7871	0.0299479	0.739385	0.473809	0.265577	0.739385	0.473809	0.265577	0	0	0	0.880812	0
_D:	0	5	"TRAIN"	28	28	"4_S+T+"	"03"	"336"	""	50	21.5053	0.0273438	0.746451	0.469069	0.277382	0.746451	0.469069	0.277382	0	0	0	0.868714	0
_D:	0	5	"TRAIN"	29	29	"4_S+T+"	"03"	"348"	""	50	22.0778	0.0264757	0.717226	0.595513	0.121713	0.717226	0.595513	0.121713	0	0	0	0.865489	0
_D:	0	5	"TRAIN"	30	30	"4_S+T+"	"03"	"000"	""	50	28.0611	0.031684	0.671948	0.397431	0.274517	0.671948	0.397431	0.274517	0	0	0	0.877743	0
_D:	0	6	"TRAIN"	1	1	"4_S+T+"	"03"	"012"	""	50	0	0	0	0	0	0.671948	0.397431	0.274517	0	0	0	0.000166254	0
_D:	0	6	"TRAIN"	2	2	"4_S+T+"	"03"	"024"	""	50	78.3888	0.0737847	0.260386	0.467546	-0.20716	0.260386	0.467546	-0.20716	0	0	0	0.00166005	0
_D:	0	6	"TRAIN"	3	3	"4_S+T+"	"03"	"036"	""	50	99.7828	0.0876736	0.331706	0.536225	-0.204519	0.331706	0.536225	-0.204519	0	0	0	0.00823924	0
_D:	0	6	"TRAIN"	4	4	"4_S+T+"	"03"	"048"	""	50	107.312	0.100694	0.345001	0.614367	-0.269366	0.345001	0.614367	-0.269366	0	0	0	0.0181785	0
_D:	0	6	"TRAIN"	5	5	"4_S+T+"	"03"	"060"	""	50	97.1801	0.0920139	0.412446	0.533082	-0.120636	0.412446	0.533082	-0.120636	0	0	0	0.738074	0
_D:	0	6	"TRAIN"	6	6	"4_S+T+"	"03"	"072"	""	50	93.2657	0.0868056	0.41676	0.542407	-0.125647	0.41676	0.542407	-0.125647	0	0	0	0.6971	0
_D:	0	6	"TRAIN"	7	7	"4_S+T+"	"03"	"084"	""	50	100.437	0.094184	0.385766	0.53827	-0.152504	0.385766	0.53827	-0.152504	0	0	0	0.0251351	0
_D:	0	6	"TRAIN"	8	8	"4_S+T+"	"03"	"096"	""	50	92.2165	0.0789931	0.375803	0.530652	-0.154848	0.375803	0.530652	-0.154848	0	0	0	0.00708671	0
_D:	0	6	"TRAIN"	9	9	"4_S+T+"	"03"	"108"	""	50	56.9716	0.0529514	0.563946	0.488921	0.0750249	0.563946	0.488921	0.0750249	0	0	0	0.110072	0
_D:	0	6	"TRAIN"	10	10	"4_S+T+"	"03"	"120"	""	50	50.6858	0.0551215	0.598131	0.463478	0.134653	0.598131	0.463478	0.134653	0	0	0	0.663819	0
_D:	0	6	"TRAIN"	11	11	"4_S+T+"	"03"	"132"	""	50	40.463	0.0481771	0.614511	0.483814	0.130697	0.614511	0.483814	0.130697	0	0	0	0.762461	0
_D:	0	6	"TRAIN"	12	12	"4_S+T+"	"03"	"144"	""	50	32.7141	0.0429688	0.696223	0.422568	0.273655	0.696223	0.422568	0.273655	0	0	0	0.809446	0
_D:	0	6	"TRAIN"	13	13	"4_S+T+"	"03"	"156"	""	50	26.7097	0.0347222	0.770125	0.432536	0.337589	0.770125	0.432536	0.337589	0	0	0	0.789824	0
_D:	0	6	"TRAIN"	14	14	"4_S+T+"	"03"	"168"	""	50	28.7747	0.0394965	0.723302	0.621974	0.101328	0.723302	0.621974	0.101328	0	0	0	0.783799	0
_D:	0	6	"TRAIN"	15	15	"4_S+T+"	"03"	"180"	""	50	38.2229	0.047309	0.609008	0.414328	0.19468	0.609008	0.414328	0.19468	0	0	0	0.820538	0
_D:	0	6	"TRAIN"	16	16	"4_S+T+"	"03"	"192"	""	50	38.9961	0.0390625	0.60209	0.374305	0.227785	0.60209	0.374305	0.227785	0	0	0	0.859403	0
_D:	0	6	"TRAIN"	17	17	"4_S+T+"	"03"	"204"	""	50	40.6353	0.0447049	0.619349	0.456463	0.162886	0.619349	0.456463	0.162886	0	0	0	0.885156	0
_D:	0	6	"TRAIN"	18	18	"4_S+T+"	"03"	"216"	""	50	49.8879	0.0451389	0.559114	0.590204	-0.0310894	0.559114	0.590204	-0.0310894	0	0	0	0.883027	0
_D:	0	6	"TRAIN"	19	19	"4_S+T+"	"03"	"228"	""	50	40.591	0.0381944	0.605223	0.656894	-0.0516704	0.605223	0.656894	-0.0516704	0	0	0	0.810077	0
_D:	0	6	"TRAIN"	20	20	"4_S+T+"	"03"	"240"	""	50	35.9721	0.0438368	0.693708	0.576856	0.116852	0.693708	0.576856	0.116852	0	0	0	0.869404	0
_D:	0	6	"TRAIN"	21	21	"4_S+T+"	"03"	"252"	""	50	30.817	0.0407986	0.736552	0.547501	0.189051	0.736552	0.547501	0.189051	0	0	0	0.868836	0
_D:	0	6	"TRAIN"	22	22	"4_S+T+"	"03"	"264"	""	50	30.7236	0.0416667	0.743026	0.550936	0.19209	0.743026	0.550936	0.19209	0	0	0	0.860863	0
_D:	0	6	"TRAIN"	23	23	"4_S+T+"	"03"	"276"	""	50	32.3319	0.0394965	0.720249	0.562971	0.157278	0.720249	0.562971	0.157278	0	0	0	0.841542	0
_D:	0	6	"TRAIN"	24	24	"4_S+T+"	"03"	"288"	""	50	32.7162	0.0342882	0.711973	0.486167	0.225806	0.711973	0.486167	0.225806	0	0	0	0.812791	0
_D:	0	6	"TRAIN"	25	25	"4_S+T+"	"03"	"300"	""	50	29.7906	0.0338542	0.700931	0.480472	0.220459	0.700931	0.480472	0.220459	0	0	0	0.802372	0
_D:	0	6	"TRAIN"	26	26	"4_S+T+"	"03"	"312"	""	50	23.7557	0.0329861	0.741285	0.516611	0.224674	0.741285	0.516611	0.224674	0	0	0	0.795299	0
_D:	0	6	"TRAIN"	27	27	"4_S+T+"	"03"	"324"	""	50	21.0639	0.03125	0.77618	0.473809	0.302371	0.77618	0.473809	0.302371	0	0	0	0.799251	0
_D:	0	6	"TRAIN"	28	28	"4_S+T+"	"03"	"336"	""	50	19.3231	0.0256076	0.766859	0.469069	0.29779	0.766859	0.469069	0.29779	0	0	0	0.816206	0
_D:	0	6	"TRAIN"	29	29	"4_S+T+"	"03"	"348"	""	50	21.2242	0.0295139	0.72225	0.595513	0.126737	0.72225	0.595513	0.126737	0	0	0	0.809799	0
_D:	0	6	"TRAIN"	30	30	"4_S+T+"	"03"	"000"	""	50	27.6959	0.0273438	0.626346	0.397431	0.228915	0.626346	0.397431	0.228915	0	0	0	0.853936	0
_D:	0	7	"TRAIN"	1	1	"4_S+T+"	"03"	"012"	""	50	0	0	0	0	0	0.626346	0.397431	0.228915	0	0	0	0.814464	0
_D:	0	7	"TRAIN"	2	2	"4_S+T+"	"03"	"024"	""	50	61.4119	0.0594618	0.476042	0.467546	0.00849643	0.476042	0.467546	0.00849643	0	0	0	0.095835	0
_D:	0	7	"TRAIN"	3	3	"4_S+T+"	"03"	"036"	""	50	58.7142	0.0594618	0.562077	0.536225	0.025852	0.562077	0.536225	0.025852	0	0	0	0.0862008	0
_D:	0	7	"TRAIN"	4	4	"4_S+T+"	"03"	"048"	""	50	57.9317	0.0607639	0.579721	0.614367	-0.0346457	0.579721	0.614367	-0.0346457	0	0	0	0.413554	0
_D:	0	7	"TRAIN"	5	5	"4_S+T+"	"03"	"060"	""	50	59.0024	0.0568576	0.593358	0.533082	0.0602762	0.593358	0.533082	0.0602762	0	0	0	0.59294	0
_D:	0	7	"TRAIN"	6	6	"4_S+T+"	"03"	"072"	""	50	58.0657	0.0598958	0.602739	0.542407	0.0603322	0.602739	0.542407	0.0603322	0	0	0	0.783839	0
_D:	0	7	"TRAIN"	7	7	"4_S+T+"	"03"	"084"	""	50	59.3381	0.0581597	0.570321	0.53827	0.032051	0.570321	0.53827	0.032051	0	0	0	0.805205	0
_D:	0	7	"TRAIN"	8	8	"4_S+T+"	"03"	"096"	""	50	56.3122	0.0542535	0.514618	0.530652	-0.0160334	0.514618	0.530652	-0.0160334	0	0	0	0.686459	0
_D:	0	7	"TRAIN"	9	9	"4_S+T+"	"03"	"108"	""	50	57.0004	0.0525174	0.488156	0.488921	-0.000765115	0.488156	0.488921	-0.000765115	0	0	0	0.701708	0
_D:	0	7	"TRAIN"	10	10	"4_S+T+"	"03"	"120"	""	50	46.8173	0.0442708	0.498733	0.463478	0.0352558	0.498733	0.463478	0.0352558	0	0	0	0.608873	0
_D:	0	7	"TRAIN"	11	11	"4_S+T+"	"03"	"132"	""	50	35.5492	0.0290799	0.469529	0.483814	-0.0142858	0.469529	0.483814	-0.0142858	0	0	0	0.63689	0
_D:	0	7	"TRAIN"	12	12	"4_S+T+"	"03"	"144"	""	50	46.1615	0.0416667	0.452858	0.422568	0.0302906	0.452858	0.422568	0.0302906	0	0	0	0.660053	0
_D:	0	7	"TRAIN"	13	13	"4_S+T+"	"03"	"156"	""	50	51.596	0.0447049	0.434356	0.432536	0.00181991	0.434356	0.432536	0.00181991	0	0	0	0.7656	0
_D:	0	7	"TRAIN"	14	14	"4_S+T+"	"03"	"168"	""	50	37.9066	0.0377604	0.528221	0.621974	-0.0937528	0.528221	0.621974	-0.0937528	0	0	0	0.799862	0
_D:	0	7	"TRAIN"	15	15	"4_S+T+"	"03"	"180"	""	50	39.4739	0.0351562	0.510458	0.414328	0.0961299	0.510458	0.414328	0.0961299	0	0	0	0.759939	0
_D:	0	7	"TRAIN"	16	16	"4_S+T+"	"03"	"192"	""	50	32.9082	0.0290799	0.600815	0.374305	0.22651	0.600815	0.374305	0.22651	0	0	0	0.778552	0
_D:	0	7	"TRAIN"	17	17	"4_S+T+"	"03"	"204"	""	50	29.6096	0.031684	0.692161	0.456463	0.235698	0.692161	0.456463	0.235698	0	0	0	0.784476	0
_D:	0	7	"TRAIN"	18	18	"4_S+T+"	"03"	"216"	""	50	28.3271	0.0351562	0.727343	0.590204	0.137139	0.727343	0.590204	0.137139	0	0	0	0.787672	0
_D:	0	7	"TRAIN"	19	19	"4_S+T+"	"03"	"228"	""	50	32.2244	0.0386285	0.710117	0.656894	0.0532228	0.710117	0.656894	0.0532228	0	0	0	0.761125	0
_D:	0	7	"TRAIN"	20	20	"4_S+T+"	"03"	"240"	""	50	31.0711	0.0347222	0.750564	0.576856	0.173707	0.750564	0.576856	0.173707	0	0	0	0.769925	0
_D:	0	7	"TRAIN"	21	21	"4_S+T+"	"03"	"252"	""	50	32.495	0.0477431	0.740352	0.547501	0.192851	0.740352	0.547501	0.192851	0	0	0	0.80697	0
_D:	0	7	"TRAIN"	22	22	"4_S+T+"	"03"	"264"	""	50	33.0932	0.0403646	0.714786	0.550936	0.16385	0.714786	0.550936	0.16385	0	0	0	0.807176	0
_D:	0	7	"TRAIN"	23	23	"4_S+T+"	"03"	"276"	""	50	33.2085	0.0295139	0.665727	0.562971	0.102757	0.665727	0.562971	0.102757	0	0	0	0.806404	0
_D:	0	7	"TRAIN"	24	24	"4_S+T+"	"03"	"288"	""	50	31.8264	0.0303819	0.650278	0.486167	0.164111	0.650278	0.486167	0.164111	0	0	0	0.808397	0
_D:	0	7	"TRAIN"	25	25	"4_S+T+"	"03"	"300"	""	50	31.4622	0.0230035	0.574392	0.480472	0.0939205	0.574392	0.480472	0.0939205	0	0	0	0.734048	0
_D:	0	7	"TRAIN"	26	26	"4_S+T+"	"03"	"312"	""	50	32.1596	0.0260417	0.519421	0.516611	0.00280941	0.519421	0.516611	0.00280941	0	0	0	0.749117	0
_D:	0	7	"TRAIN"	27	27	"4_S+T+"	"03"	"324"	""	50	24.7943	0.0212674	0.631354	0.473809	0.157545	0.631354	0.473809	0.157545	0	0	0	0.789577	0
_D:	0	7	"TRAIN"	28	28	"4_S+T+"	"03"	"336"	""	50	27.4499	0.0247396	0.583365	0.469069	0.114296	0.583365	0.469069	0.114296	0	0	0	0.780451	0
_D:	0	7	"TRAIN"	29	29	"4_S+T+"	"03"	"348"	""	50	25.5817	0.0208333	0.574572	0.595513	-0.0209418	0.574572	0.595513	-0.0209418	0	0	0	0.764851	0
_D:	0	7	"TRAIN"	30	30	"4_S+T+"	"03"	"000"	""	50	24.9238	0.0217014	0.576984	0.397431	0.179553	0.576984	0.397431	0.179553	0	0	0	0.782276	0
_D:	0	8	"TRAIN"	1	1	"4_S+T+"	"02"	"012"	""	50	0	0	0	0	0	0.576984	0.397431	0.179553	0	0	0	0	0
_D:	0	8	"TRAIN"	2	2	"4_S+T+"	"02"	"024"	""	50	121.628	0.113281	0.208089	0.170132	0.0379572	0.208089	0.170132	0.0379572	0	0	0	0	0
_D:	0	8	"TRAIN"	3	3	"4_S+T+"	"02"	"036"	""	50	117.288	0.109375	0.192404	0.409513	-0.217108	0.192404	0.409513	-0.217108	0	0	0	0	0
_D:	0	8	"TRAIN"	4	4	"4_S+T+"	"02"	"048"	""	50	101.798	0.0928819	0.185432	0.284951	-0.0995194	0.185432	0.284951	-0.0995194	0	0	0	0	0
_D:	0	8	"TRAIN"	5	5	"4_S+T+"	"02"	"060"	""	50	65.9663	0.0603299	0.27607	0.385531	-0.109461	0.27607	0.385531	-0.109461	0	0	0	0	0
_D:	0	8	"TRAIN"	6	6	"4_S+T+"	"02"	"072"	""	50	46.8562	0.0429688	0.377375	0.617755	-0.24038	0.377375	0.617755	-0.24038	0	0	0	0	0
_D:	0	8	"TRAIN"	7	7	"4_S+T+"	"02"	"084"	""	50	50.1948	0.0416667	0.310783	0.384368	-0.0735843	0.310783	0.384368	-0.0735843	0	0	0	0	0
_D:	0	8	"TRAIN"	8	8	"4_S+T+"	"02"	"096"	""	50	78.2956	0.0681424	0.187063	0.41235	-0.225287	0.187063	0.41235	-0.225287	0	0	0	0	0
_D:	0	8	"TRAIN"	9	9	"4_S+T+"	"02"	"108"	""	50	93.4752	0.0837674	0.216615	0.441348	-0.224733	0.216615	0.441348	-0.224733	0	0	0	0	0
_D:	0	8	"TRAIN"	10	10	"4_S+T+"	"02"	"120"	""	50	110.259	0.108941	0.334431	0.450399	-0.115968	0.334431	0.450399	-0.115968	0	0	0	0	0
_D:	0	8	"TRAIN"	11	11	"4_S+T+"	"02"	"132"	""	50	110.283	0.114149	0.417142	0.574813	-0.157671	0.417142	0.574813	-0.157671	0	0	0	0	0
_D:	0	8	"TRAIN"	12	12	"4_S+T+"	"02"	"144"	""	50	110.689	0.115451	0.434914	0.706306	-0.271392	0.434914	0.706306	-0.271392	0	0	0	0	0
_D:	0	8	"TRAIN"	13	13	"4_S+T+"	"02"	"156"	""	50	111.767	0.113715	0.433351	0.714002	-0.280651	0.433351	0.714002	-0.280651	0	0	0	0	0
_D:	0	8	"TRAIN"	14	14	"4_S+T+"	"02"	"168"	""	50	107.155	0.108941	0.419349	0.718208	-0.298859	0.419349	0.718208	-0.298859	0	0	0	0	0
_D:	0	8	"TRAIN"	15	15	"4_S+T+"	"02"	"180"	""	50	108.536	0.108073	0.366053	0.673158	-0.307104	0.366053	0.673158	-0.307104	0	0	0	0	0
_D:	0	8	"TRAIN"	16	16	"4_S+T+"	"02"	"192"	""	50	115.125	0.108507	0.29322	0.522601	-0.229381	0.29322	0.522601	-0.229381	0	0	0	0	0
_D:	0	8	"TRAIN"	17	17	"4_S+T+"	"02"	"204"	""	50	113.878	0.102865	0.240331	0.47242	-0.232089	0.240331	0.47242	-0.232089	0	0	0	0	0
_D:	0	8	"TRAIN"	18	18	"4_S+T+"	"02"	"216"	""	50	106.689	0.0928819	0.147103	0.413058	-0.265955	0.147103	0.413058	-0.265955	0	0	0	0	0
_D:	0	8	"TRAIN"	19	19	"4_S+T+"	"02"	"228"	""	50	92.618	0.0802951	0.156551	0.287953	-0.131402	0.156551	0.287953	-0.131402	0	0	0	0	0
_D:	0	8	"TRAIN"	20	20	"4_S+T+"	"02"	"240"	""	50	57.8329	0.0455729	0.243398	0.432587	-0.189189	0.243398	0.432587	-0.189189	0	0	0	0	0
_D:	0	8	"TRAIN"	21	21	"4_S+T+"	"02"	"252"	""	50	49.6316	0.0481771	0.395541	0.635684	-0.240143	0.395541	0.635684	-0.240143	0	0	0	0	0
_D:	0	8	"TRAIN"	22	22	"4_S+T+"	"02"	"264"	""	50	48.0531	0.0368924	0.259821	0.414216	-0.154395	0.259821	0.414216	-0.154395	0	0	0	0	0
_D:	0	8	"TRAIN"	23	23	"4_S+T+"	"02"	"276"	""	50	58.8346	0.0455729	0.182161	0.405986	-0.223825	0.182161	0.405986	-0.223825	0	0	0	0	0
_D:	0	8	"TRAIN"	24	24	"4_S+T+"	"02"	"288"	""	50	78.5245	0.0668403	0.296127	0.444774	-0.148647	0.296127	0.444774	-0.148647	0	0	0	0	0
_D:	0	8	"TRAIN"	25	25	"4_S+T+"	"02"	"300"	""	50	86.7006	0.0768229	0.318838	0.471832	-0.152994	0.318838	0.471832	-0.152994	0	0	0	0	0
_D:	0	8	"TRAIN"	26	26	"4_S+T+"	"02"	"312"	""	50	74.803	0.0694444	0.48927	0.584028	-0.0947577	0.48927	0.584028	-0.0947577	0	0	0	3.87423e-09	0
_D:	0	8	"TRAIN"	27	27	"4_S+T+"	"02"	"324"	""	50	83.4189	0.077691	0.503699	0.634723	-0.131024	0.503699	0.634723	-0.131024	0	0	0	7.21551e-10	0
_D:	0	8	"TRAIN"	28	28	"4_S+T+"	"02"	"336"	""	50	90.7779	0.0837674	0.483043	0.713425	-0.230382	0.483043	0.713425	-0.230382	0	0	0	4.66585e-11	0
_D:	0	8	"TRAIN"	29	29	"4_S+T+"	"02"	"348"	""	50	99.1168	0.0967882	0.431123	0.720525	-0.289402	0.431123	0.720525	-0.289402	0	0	0	1.6158e-10	0
_D:	0	8	"TRAIN"	30	30	"4_S+T+"	"02"	"000"	""	50	98.3131	0.0950521	0.372955	0.643252	-0.270297	0.372955	0.643252	-0.270297	0	0	0	2.45507e-10	0
_D:	0	9	"TRAIN"	1	1	"4_S+T+"	"03"	"012"	""	50	0	0	0	0	0	0.372955	0.643252	-0.270297	0	0	0	2.31581e-10	0
_D:	0	9	"TRAIN"	2	2	"4_S+T+"	"03"	"024"	""	50	64.4913	0.0616319	0.469295	0.352888	0.116407	0.469295	0.352888	0.116407	0	0	0	0	0
_D:	0	9	"TRAIN"	3	3	"4_S+T+"	"03"	"036"	""	50	46.9859	0.0499132	0.627629	0.536225	0.091404	0.627629	0.536225	0.091404	0	0	0	0.0168862	0
_D:	0	9	"TRAIN"	4	4	"4_S+T+"	"03"	"048"	""	50	50.5859	0.0581597	0.614917	0.614367	0.00055021	0.614917	0.614367	0.00055021	0	0	0	0.00967241	0
_D:	0	9	"TRAIN"	5	5	"4_S+T+"	"03"	"060"	""	50	51.3615	0.0529514	0.646831	0.533082	0.113749	0.646831	0.533082	0.113749	0	0	0	0.595267	0
_D:	0	9	"TRAIN"	6	6	"4_S+T+"	"03"	"072"	""	50	49.5693	0.0546875	0.663731	0.542407	0.121324	0.663731	0.542407	0.121324	0	0	0	0.559648	0
_D:	0	9	"TRAIN"	7	7	"4_S+T+"	"03"	"084"	""	50	51.8143	0.0542535	0.627459	0.53827	0.0891894	0.627459	0.53827	0.0891894	0	0	0	0.0184885	0
_D:	0	9	"TRAIN"	8	8	"4_S+T+"	"03"	"096"	""	50	50.4911	0.0520833	0.592042	0.530652	0.0613899	0.592042	0.530652	0.0613899	0	0	0	1.27925e-11	0
_D:	0	9	"TRAIN"	9	9	"4_S+T+"	"03"	"108"	""	50	54.7371	0.0525174	0.540221	0.488921	0.0513003	0.540221	0.488921	0.0513003	0	0	0	0	0
_D:	0	9	"TRAIN"	10	10	"4_S+T+"	"03"	"120"	""	50	53.3188	0.0568576	0.527146	0.463478	0.0636686	0.527146	0.463478	0.0636686	0	0	0	0	0
_D:	0	9	"TRAIN"	11	11	"4_S+T+"	"03"	"132"	""	50	50.636	0.0507812	0.492995	0.483814	0.00918067	0.492995	0.483814	0.00918067	0	0	0	0	0
_D:	0	9	"TRAIN"	12	12	"4_S+T+"	"03"	"144"	""	50	46.4533	0.0520833	0.572188	0.422568	0.149621	0.572188	0.422568	0.149621	0	0	0	0.00134951	0
_D:	0	9	"TRAIN"	13	13	"4_S+T+"	"03"	"156"	""	50	49.686	0.046441	0.477831	0.432536	0.045295	0.477831	0.432536	0.045295	0	0	0	0.00201091	0
_D:	0	9	"TRAIN"	14	14	"4_S+T+"	"03"	"168"	""	50	40.2448	0.0386285	0.513628	0.621974	-0.108345	0.513628	0.621974	-0.108345	0	0	0	0.00684896	0
_D:	0	9	"TRAIN"	15	15	"4_S+T+"	"03"	"180"	""	50	39.106	0.0364583	0.512212	0.414328	0.0978841	0.512212	0.414328	0.0978841	0	0	0	0.0407779	0
_D:	0	9	"TRAIN"	16	16	"4_S+T+"	"03"	"192"	""	50	37.2811	0.0338542	0.549748	0.374305	0.175444	0.549748	0.374305	0.175444	0	0	0	0.0143164	0
_D:	0	9	"TRAIN"	17	17	"4_S+T+"	"03"	"204"	""	50	32.6474	0.0360243	0.687626	0.456463	0.231163	0.687626	0.456463	0.231163	0	0	0	0.58746	0
_D:	0	9	"TRAIN"	18	18	"4_S+T+"	"03"	"216"	""	50	31.0195	0.0377604	0.728406	0.590204	0.138203	0.728406	0.590204	0.138203	0	0	0	0.55784	0
_D:	0	9	"TRAIN"	19	19	"4_S+T+"	"03"	"228"	""	50	32.9336	0.0373264	0.730664	0.656894	0.0737705	0.730664	0.656894	0.0737705	0	0	0	0.589372	0
_D:	0	9	"TRAIN"	20	20	"4_S+T+"	"03"	"240"	""	50	35.6962	0.0377604	0.725698	0.576856	0.148842	0.725698	0.576856	0.148842	0	0	0	0.635019	0
_D:	0	9	"TRAIN"	21	21	"4_S+T+"	"03"	"252"	""	50	36.5474	0.0425347	0.723956	0.547501	0.176455	0.723956	0.547501	0.176455	0	0	0	0.792224	0
_D:	0	9	"TRAIN"	22	22	"4_S+T+"	"03"	"264"	""	50	38.5667	0.0416667	0.708746	0.550936	0.157809	0.708746	0.550936	0.157809	0	0	0	0.744441	0
_D:	0	9	"TRAIN"	23	23	"4_S+T+"	"03"	"276"	""	50	40.1229	0.0412326	0.654993	0.562971	0.0920224	0.654993	0.562971	0.0920224	0	0	0	6.61858e-05	0
_D:	0	9	"TRAIN"	24	24	"4_S+T+"	"03"	"288"	""	50	40.7931	0.0412326	0.654284	0.486167	0.168117	0.654284	0.486167	0.168117	0	0	0	7.3895e-07	0
_D:	0	9	"TRAIN"	25	25	"4_S+T+"	"03"	"300"	""	50	36.9417	0.030816	0.610095	0.480472	0.129623	0.610095	0.480472	0.129623	0	0	0	4.98442e-05	0
_D:	0	9	"TRAIN"	26	26	"4_S+T+"	"03"	"312"	""	50	32.3251	0.0321181	0.661576	0.516611	0.144965	0.661576	0.516611	0.144965	0	0	0	0.0086927	0
_D:	0	9	"TRAIN"	27	27	"4_S+T+"	"03"	"324"	""	50	22.4369	0.0299479	0.762318	0.473809	0.28851	0.762318	0.473809	0.28851	0	0	0	0.0107482	0
_D:	0	9	"TRAIN"	28	28	"4_S+T+"	"03"	"336"	""	50	24.4436	0.0325521	0.685548	0.469069	0.216479	0.685548	0.469069	0.216479	0	0	0	0.366757	0
_D:	0	9	"TRAIN"	29	29	"4_S+T+"	"03"	"348"	""	50	26.0004	0.0273438	0.634407	0.595513	0.0388935	0.634407	0.595513	0.0388935	0	0	0	0.0142559	0
_D:	0	9	"TRAIN"	30	30	"4_S+T+"	"03"	"000"	""	50	31.3712	0.03125	0.526054	0.397431	0.128623	0.526054	0.397431	0.128623	0	0	0	0.0267467	0
_D:	0	10	"TRAIN"	1	1	"4_S+T+"	"01"	"012"	""	50	0	0	0	0	0	0.526054	0.397431	0.128623	0	0	0	0	0
_D:	0	10	"TRAIN"	2	2	"4_S+T+"	"01"	"024"	""	50	28.1509	0.0251736	0.641517	0.164768	0.476749	0.641517	0.164768	0.476749	0	0	0	0.83505	0
_D:	0	10	"TRAIN"	3	3	"4_S+T+"	"01"	"036"	""	50	20.8718	0.0203993	0.768602	0.502445	0.266157	0.768602	0.502445	0.266157	0	0	0	0.905694	0
_D:	0	10	"TRAIN"	4	4	"4_S+T+"	"01"	"048"	""	50	24.627	0.030816	0.775557	0.551754	0.223804	0.775557	0.551754	0.223804	0	0	0	0.889121	0
_D:	0	10	"TRAIN"	5	5	"4_S+T+"	"01"	"060"	""	50	27.9571	0.0360243	0.750861	0.527911	0.22295	0.750861	0.527911	0.22295	0	0	0	0.870134	0
_D:	0	10	"TRAIN"	6	6	"4_S+T+"	"01"	"072"	""	50	29.0206	0.030816	0.751481	0.533387	0.218094	0.751481	0.533387	0.218094	0	0	0	0.83983	0
_D:	0	10	"TRAIN"	7	7	"4_S+T+"	"01"	"084"	""	50	24.6607	0.0295139	0.79002	0.489256	0.300764	0.79002	0.489256	0.300764	0	0	0	0.822316	0
_D:	0	10	"TRAIN"	8	8	"4_S+T+"	"01"	"096"	""	50	28.7353	0.0342882	0.721005	0.499317	0.221688	0.721005	0.499317	0.221688	0	0	0	0.814005	0
_D:	0	10	"TRAIN"	9	9	"4_S+T+"	"01"	"108"	""	50	34.9494	0.0325521	0.61708	0.425827	0.191253	0.61708	0.425827	0.191253	0	0	0	0.823386	0
_D:	0	10	"TRAIN"	10	10	"4_S+T+"	"01"	"120"	""	50	28.5466	0.0299479	0.714816	0.302907	0.411909	0.714816	0.302907	0.411909	0	0	0	0.820521	0
_D:	0	10	"TRAIN"	11	11	"4_S+T+"	"01"	"132"	""	50	21.2941	0.0277778	0.781141	0.415827	0.365314	0.781141	0.415827	0.365314	0	0	0	0.816957	0
_D:	0	10	"TRAIN"	12	12	"4_S+T+"	"01"	"144"	""	50	21.534	0.0273438	0.788277	0.421278	0.366999	0.788277	0.421278	0.366999	0	0	0	0.835886	0
