_H:	|batch	|epoch	$train_mode	|trial	|tick	$trial_name	$obj	$rot	$output_name	%minus_cycles	%sse	%norm_err	%cos_err	%cos_err_prv	%cos_err_vs_prv	%V1h_cos_err	%V1h_cos_err_prv	%V1h_cos_err_vs_prv	%V2h_cos_err	%V2h_cos_err_prv	%V2h_cos_err_vs_prv	%Output_act_m	%ext_rew
_D:	0	4	"TRAIN"	14	14	"4_S+T+"	"03"	"168"	""	50	25.4697	0.0277778	0.678742	0.621974	0.0567683	0.678742	0.621974	0.0567683	0	0	0	0.771952	0
_D:	0	4	"TRAIN"	15	15	"4_S+T+"	"03"	"180"	""	50	32.2355	0.0321181	0.596947	0.414328	0.182619	0.596947	0.414328	0.182619	0	0	0	0.815087	0
_D:	0	4	"TRAIN"	16	16	"4_S+T+"	"03"	"192"	""	50	37.9188	0.0329861	0.553446	0.374305	0.179141	0.553446	0.374305	0.179141	0	0	0	0.859421	0
_D:	0	4	"TRAIN"	17	17	"4_S+T+"	"03"	"204"	""	50	33.1897	0.0334201	0.593832	0.456463	0.137369	0.593832	0.456463	0.137369	0	0	0	0.83848	0
_D:	0	4	"TRAIN"	18	18	"4_S+T+"	"03"	"216"	""	50	30.6526	0.0338542	0.649585	0.590204	0.059381	0.649585	0.590204	0.059381	0	0	0	0.82387	0
_D:	0	4	"TRAIN"	19	19	"4_S+T+"	"03"	"228"	""	50	33.8721	0.0368924	0.64525	0.656894	-0.0116435	0.64525	0.656894	-0.0116435	0	0	0	0.83722	0
_D:	0	4	"TRAIN"	20	20	"4_S+T+"	"03"	"240"	""	50	34.7004	0.0425347	0.680017	0.576856	0.103161	0.680017	0.576856	0.103161	0	0	0	0.836195	0
_D:	0	4	"TRAIN"	21	21	"4_S+T+"	"03"	"252"	""	50	38.0786	0.0451389	0.660173	0.547501	0.112672	0.660173	0.547501	0.112672	0	0	0	0.857419	0
_D:	0	4	"TRAIN"	22	22	"4_S+T+"	"03"	"264"	""	50	37.7263	0.0412326	0.643159	0.550936	0.092223	0.643159	0.550936	0.092223	0	0	0	0.862909	0
_D:	0	4	"TRAIN"	23	23	"4_S+T+"	"03"	"276"	""	50	36.886	0.0377604	0.630355	0.562971	0.0673847	0.630355	0.562971	0.0673847	0	0	0	0.858365	0
_D:	0	4	"TRAIN"	24	24	"4_S+T+"	"03"	"288"	""	50	35.4639	0.0338542	0.653659	0.486167	0.167492	0.653659	0.486167	0.167492	0	0	0	0.856692	0
_D:	0	4	"TRAIN"	25	25	"4_S+T+"	"03"	"300"	""	50	29.637	0.0295139	0.68349	0.480472	0.203018	0.68349	0.480472	0.203018	0	0	0	0.835663	0
_D:	0	4	"TRAIN"	26	26	"4_S+T+"	"03"	"312"	""	50	27.2699	0.0282118	0.669322	0.516611	0.152711	0.669322	0.516611	0.152711	0	0	0	0.815927	0
_D:	0	4	"TRAIN"	27	27	"4_S+T+"	"03"	"324"	""	50	24.0907	0.0264757	0.66361	0.473809	0.189802	0.66361	0.473809	0.189802	0	0	0	0.767686	0
_D:	0	4	"TRAIN"	28	28	"4_S+T+"	"03"	"336"	""	50	31.7919	0.030816	0.517036	0.469069	0.0479672	0.517036	0.469069	0.0479672	0	0	0	0.756854	0
_D:	0	4	"TRAIN"	29	29	"4_S+T+"	"03"	"348"	""	50	28.6115	0.0238715	0.51202	0.595513	-0.0834932	0.51202	0.595513	-0.0834932	0	0	0	0.769623	0
_D:	0	4	"TRAIN"	30	30	"4_S+T+"	"03"	"000"	""	50	37.6846	0.0334201	0.438759	0.397431	0.0413276	0.438759	0.397431	0.0413276	0	0	0	0.780877	0
_D:	0	5	"TRAIN"	1	1	"4_S+T+"	"01"	"012"	""	50	0	0	0	0	0	0.438759	0.397431	0.0413276	0	0	0	0	0
_D:	0	5	"TRAIN"	2	2	"4_S+T+"	"01"	"024"	""	50	69.4726	0.0577257	0.314891	0.164768	0.150123	0.314891	0.164768	0.150123	0	0	0	0	0
_D:	0	5	"TRAIN"	3	3	"4_S+T+"	"01"	"036"	""	50	70.1966	0.0685764	0.361379	0.502445	-0.141066	0.361379	0.502445	-0.141066	0	0	0	4.652e-10	0
_D:	0	5	"TRAIN"	4	4	"4_S+T+"	"01"	"048"	""	50	73.1531	0.0742188	0.373853	0.551754	-0.177901	0.373853	0.551754	-0.177901	0	0	0	0.00300471	0
_D:	0	5	"TRAIN"	5	5	"4_S+T+"	"01"	"060"	""	50	47.9086	0.0499132	0.561343	0.527911	0.0334316	0.561343	0.527911	0.0334316	0	0	0	0.831202	0
_D:	0	5	"TRAIN"	6	6	"4_S+T+"	"01"	"072"	""	50	41.015	0.0416667	0.600698	0.533387	0.0673103	0.600698	0.533387	0.0673103	0	0	0	0.783957	0
_D:	0	5	"TRAIN"	7	7	"4_S+T+"	"01"	"084"	""	50	35.0712	0.0368924	0.668049	0.489256	0.178792	0.668049	0.489256	0.178792	0	0	0	0.815531	0
_D:	0	5	"TRAIN"	8	8	"4_S+T+"	"01"	"096"	""	50	33.1969	0.0351562	0.684844	0.499317	0.185527	0.684844	0.499317	0.185527	0	0	0	0.868765	0
_D:	0	5	"TRAIN"	9	9	"4_S+T+"	"01"	"108"	""	50	32.8704	0.0347222	0.66413	0.425827	0.238303	0.66413	0.425827	0.238303	0	0	0	0.875013	0
_D:	0	5	"TRAIN"	10	10	"4_S+T+"	"01"	"120"	""	50	40.5389	0.0429688	0.616419	0.302907	0.313512	0.616419	0.302907	0.313512	0	0	0	0.851657	0
_D:	0	5	"TRAIN"	11	11	"4_S+T+"	"01"	"132"	""	50	33.8381	0.0394965	0.66739	0.415827	0.251563	0.66739	0.415827	0.251563	0	0	0	0.862335	0
_D:	0	5	"TRAIN"	12	12	"4_S+T+"	"01"	"144"	""	50	30.4696	0.0360243	0.660837	0.421278	0.239559	0.660837	0.421278	0.239559	0	0	0	0.811284	0
_D:	0	5	"TRAIN"	13	13	"4_S+T+"	"01"	"156"	""	50	31.64	0.0329861	0.65221	0.472044	0.180166	0.65221	0.472044	0.180166	0	0	0	0.846884	0
_D:	0	5	"TRAIN"	14	14	"4_S+T+"	"01"	"168"	""	50	31.4009	0.0364583	0.684138	0.368956	0.315182	0.684138	0.368956	0.315182	0	0	0	0.87671	0
_D:	0	5	"TRAIN"	15	15	"4_S+T+"	"01"	"180"	""	50	44.6534	0.0451389	0.531328	0.294391	0.236937	0.531328	0.294391	0.236937	0	0	0	0.868971	0
_D:	0	5	"TRAIN"	16	16	"4_S+T+"	"01"	"192"	""	50	46.9582	0.0381944	0.467366	0.389757	0.0776093	0.467366	0.389757	0.0776093	0	0	0	0.8508	0
_D:	0	5	"TRAIN"	17	17	"4_S+T+"	"01"	"204"	""	50	42.1671	0.0342882	0.489713	0.473124	0.0165881	0.489713	0.473124	0.0165881	0	0	0	0.855117	0
_D:	0	5	"TRAIN"	18	18	"4_S+T+"	"01"	"216"	""	50	44.8647	0.0451389	0.525574	0.497818	0.0277557	0.525574	0.497818	0.0277557	0	0	0	0.874794	0
_D:	0	5	"TRAIN"	19	19	"4_S+T+"	"01"	"228"	""	50	47.3877	0.0481771	0.541913	0.514837	0.0270761	0.541913	0.514837	0.0270761	0	0	0	0.857153	0
_D:	0	5	"TRAIN"	20	20	"4_S+T+"	"01"	"240"	""	50	34.7355	0.0425347	0.678441	0.543485	0.134956	0.678441	0.543485	0.134956	0	0	0	0.793297	0
_D:	0	5	"TRAIN"	21	21	"4_S+T+"	"01"	"252"	""	50	37.7028	0.0394965	0.634959	0.544987	0.0899718	0.634959	0.544987	0.0899718	0	0	0	0.804571	0
_D:	0	5	"TRAIN"	22	22	"4_S+T+"	"01"	"264"	""	50	34.0832	0.0377604	0.675567	0.519413	0.156154	0.675567	0.519413	0.156154	0	0	0	0.819026	0
_D:	0	5	"TRAIN"	23	23	"4_S+T+"	"01"	"276"	""	50	31.7117	0.0325521	0.651499	0.494276	0.157223	0.651499	0.494276	0.157223	0	0	0	0.838778	0
_D:	0	5	"TRAIN"	24	24	"4_S+T+"	"01"	"288"	""	50	38.0197	0.0360243	0.596882	0.454686	0.142196	0.596882	0.454686	0.142196	0	0	0	0.868185	0
_D:	0	5	"TRAIN"	25	25	"4_S+T+"	"01"	"300"	""	50	41.8626	0.0421007	0.545722	0.371969	0.173753	0.545722	0.371969	0.173753	0	0	0	0.856929	0
_D:	0	5	"TRAIN"	26	26	"4_S+T+"	"01"	"312"	""	50	43.2712	0.0421007	0.46944	0.471879	-0.00243905	0.46944	0.471879	-0.00243905	0	0	0	0.835206	0
_D:	0	5	"TRAIN"	27	27	"4_S+T+"	"01"	"324"	""	50	30.001	0.031684	0.663136	0.445884	0.217252	0.663136	0.445884	0.217252	0	0	0	0.838164	0
_D:	0	5	"TRAIN"	28	28	"4_S+T+"	"01"	"336"	""	50	27.5985	0.0282118	0.688996	0.522788	0.166207	0.688996	0.522788	0.166207	0	0	0	0.835804	0
_D:	0	5	"TRAIN"	29	29	"4_S+T+"	"01"	"348"	""	50	30.9396	0.0347222	0.677865	0.325438	0.352427	0.677865	0.325438	0.352427	0	0	0	0.866948	0
_D:	0	5	"TRAIN"	30	30	"4_S+T+"	"01"	"000"	""	50	34.0151	0.0368924	0.617246	0.350769	0.266477	0.617246	0.350769	0.266477	0	0	0	0.881463	0
_D:	0	6	"TRAIN"	1	1	"4_S+T+"	"02"	"012"	""	50	0	0	0	0	0	0.617246	0.350769	0.266477	0	0	0	0	0
_D:	0	6	"TRAIN"	2	2	"4_S+T+"	"02"	"024"	""	50	94.0202	0.0846354	0.29189	0.13411	0.15778	0.29189	0.13411	0.15778	0	0	0	0.00767053	0
_D:	0	6	"TRAIN"	3	3	"4_S+T+"	"02"	"036"	""	50	90.4442	0.0794271	0.278063	0.409513	-0.131449	0.278063	0.409513	-0.131449	0	0	0	0.00676483	0
_D:	0	6	"TRAIN"	4	4	"4_S+T+"	"02"	"048"	""	50	62.7715	0.0577257	0.340601	0.284951	0.0556493	0.340601	0.284951	0.0556493	0	0	0	0.00464337	0
_D:	0	6	"TRAIN"	5	5	"4_S+T+"	"02"	"060"	""	50	35.3959	0.0334201	0.50091	0.385531	0.115379	0.50091	0.385531	0.115379	0	0	0	0.00563282	0
_D:	0	6	"TRAIN"	6	6	"4_S+T+"	"02"	"072"	""	50	26.2408	0.0256076	0.576887	0.617755	-0.0408679	0.576887	0.617755	-0.0408679	0	0	0	0.00775277	0
_D:	0	6	"TRAIN"	7	7	"4_S+T+"	"02"	"084"	""	50	19.9705	0.0182292	0.649677	0.384368	0.265309	0.649677	0.384368	0.265309	0	0	0	0.41431	0
_D:	0	6	"TRAIN"	8	8	"4_S+T+"	"02"	"096"	""	50	20.3674	0.0186632	0.662791	0.41235	0.250441	0.662791	0.41235	0.250441	0	0	0	0.671442	0
_D:	0	6	"TRAIN"	9	9	"4_S+T+"	"02"	"108"	""	50	27.9814	0.0269097	0.576426	0.441348	0.135078	0.576426	0.441348	0.135078	0	0	0	0.71482	0
_D:	0	6	"TRAIN"	10	10	"4_S+T+"	"02"	"120"	""	50	31.6235	0.0399306	0.717197	0.450399	0.266798	0.717197	0.450399	0.266798	0	0	0	0.740829	0
_D:	0	6	"TRAIN"	11	11	"4_S+T+"	"02"	"132"	""	50	40.8683	0.0451389	0.670382	0.574813	0.0955688	0.670382	0.574813	0.0955688	0	0	0	0.747904	0
_D:	0	6	"TRAIN"	12	12	"4_S+T+"	"02"	"144"	""	50	35.9108	0.0425347	0.726813	0.706306	0.020507	0.726813	0.706306	0.020507	0	0	0	0.804965	0
_D:	0	6	"TRAIN"	13	13	"4_S+T+"	"02"	"156"	""	50	33.4483	0.0325521	0.731	0.714002	0.0169978	0.731	0.714002	0.0169978	0	0	0	0.819814	0
_D:	0	6	"TRAIN"	14	14	"4_S+T+"	"02"	"168"	""	50	31.803	0.0295139	0.731393	0.718208	0.0131851	0.731393	0.718208	0.0131851	0	0	0	0.823711	0
_D:	0	6	"TRAIN"	15	15	"4_S+T+"	"02"	"180"	""	50	29.7172	0.0347222	0.721686	0.673158	0.0485283	0.721686	0.673158	0.0485283	0	0	0	0.836536	0
_D:	0	6	"TRAIN"	16	16	"4_S+T+"	"02"	"192"	""	50	35.1876	0.0403646	0.670303	0.522601	0.147703	0.670303	0.522601	0.147703	0	0	0	0.836018	0
_D:	0	6	"TRAIN"	17	17	"4_S+T+"	"02"	"204"	""	50	35.2181	0.0390625	0.635231	0.47242	0.162811	0.635231	0.47242	0.162811	0	0	0	0.754079	0
_D:	0	6	"TRAIN"	18	18	"4_S+T+"	"02"	"216"	""	50	37.6883	0.0303819	0.531188	0.413058	0.11813	0.531188	0.413058	0.11813	0	0	0	0.659368	0
_D:	0	6	"TRAIN"	19	19	"4_S+T+"	"02"	"228"	""	50	31.669	0.0329861	0.547324	0.287953	0.259371	0.547324	0.287953	0.259371	0	0	0	0.0312938	0
_D:	0	6	"TRAIN"	20	20	"4_S+T+"	"02"	"240"	""	50	22.7673	0.0247396	0.643458	0.432587	0.210871	0.643458	0.432587	0.210871	0	0	0	0.0142922	0
_D:	0	6	"TRAIN"	21	21	"4_S+T+"	"02"	"252"	""	50	16.4685	0.0234375	0.715291	0.635684	0.0796067	0.715291	0.635684	0.0796067	0	0	0	0.00387871	0
_D:	0	6	"TRAIN"	22	22	"4_S+T+"	"02"	"264"	""	50	18.9587	0.0190972	0.627907	0.414216	0.213692	0.627907	0.414216	0.213692	0	0	0	0.0906743	0
_D:	0	6	"TRAIN"	23	23	"4_S+T+"	"02"	"276"	""	50	23.9326	0.0195312	0.592816	0.405986	0.18683	0.592816	0.405986	0.18683	0	0	0	0.610868	0
_D:	0	6	"TRAIN"	24	24	"4_S+T+"	"02"	"288"	""	50	23.8398	0.0234375	0.70847	0.444774	0.263695	0.70847	0.444774	0.263695	0	0	0	0.727637	0
_D:	0	6	"TRAIN"	25	25	"4_S+T+"	"02"	"300"	""	50	27.2794	0.031684	0.69148	0.471832	0.219648	0.69148	0.471832	0.219648	0	0	0	0.764701	0
_D:	0	6	"TRAIN"	26	26	"4_S+T+"	"02"	"312"	""	50	23.1369	0.0342882	0.797254	0.584028	0.213225	0.797254	0.584028	0.213225	0	0	0	0.832663	0
_D:	0	6	"TRAIN"	27	27	"4_S+T+"	"02"	"324"	""	50	20.9539	0.0321181	0.828093	0.634723	0.19337	0.828093	0.634723	0.19337	0	0	0	0.871551	0
_D:	0	6	"TRAIN"	28	28	"4_S+T+"	"02"	"336"	""	50	20.3805	0.0282118	0.828944	0.713425	0.115519	0.828944	0.713425	0.115519	0	0	0	0.874135	0
_D:	0	6	"TRAIN"	29	29	"4_S+T+"	"02"	"348"	""	50	22.6203	0.0347222	0.801267	0.720525	0.0807423	0.801267	0.720525	0.0807423	0	0	0	0.87107	0
_D:	0	6	"TRAIN"	30	30	"4_S+T+"	"02"	"000"	""	50	28.4981	0.0338542	0.711398	0.643252	0.0681463	0.711398	0.643252	0.0681463	0	0	0	0.870141	0
_D:	0	7	"TRAIN"	1	1	"4_S+T+"	"01"	"012"	""	50	0	0	0	0	0	0.711398	0.643252	0.0681463	0	0	0	0	0
_D:	0	7	"TRAIN"	2	2	"4_S+T+"	"01"	"024"	""	50	80.5106	0.0716146	0.314419	0.229072	0.0853475	0.314419	0.229072	0.0853475	0	0	0	0	0
_D:	0	7	"TRAIN"	3	3	"4_S+T+"	"01"	"036"	""	50	73.6324	0.0711806	0.360326	0.502445	-0.142119	0.360326	0.502445	-0.142119	0	0	0	0	0
_D:	0	7	"TRAIN"	4	4	"4_S+T+"	"01"	"048"	""	50	69.6484	0.0655382	0.431514	0.551754	-0.12024	0.431514	0.551754	-0.12024	0	0	0	0.00117158	0
_D:	0	7	"TRAIN"	5	5	"4_S+T+"	"01"	"060"	""	50	34.2656	0.0412326	0.705351	0.527911	0.17744	0.705351	0.527911	0.17744	0	0	0	0.875293	0
_D:	0	7	"TRAIN"	6	6	"4_S+T+"	"01"	"072"	""	50	28.2475	0.0286458	0.738229	0.533387	0.204841	0.738229	0.533387	0.204841	0	0	0	0.864028	0
_D:	0	7	"TRAIN"	7	7	"4_S+T+"	"01"	"084"	""	50	29.698	0.0342882	0.719265	0.489256	0.230008	0.719265	0.489256	0.230008	0	0	0	0.834632	0
_D:	0	7	"TRAIN"	8	8	"4_S+T+"	"01"	"096"	""	50	32.1924	0.0364583	0.689795	0.499317	0.190478	0.689795	0.499317	0.190478	0	0	0	0.854433	0
_D:	0	7	"TRAIN"	9	9	"4_S+T+"	"01"	"108"	""	50	40.0192	0.0377604	0.583609	0.425827	0.157782	0.583609	0.425827	0.157782	0	0	0	0.779122	0
_D:	0	7	"TRAIN"	10	10	"4_S+T+"	"01"	"120"	""	50	53.9833	0.0477431	0.46832	0.302907	0.165413	0.46832	0.302907	0.165413	0	0	0	1.09814e-06	0
_D:	0	7	"TRAIN"	11	11	"4_S+T+"	"01"	"132"	""	50	42.9195	0.0386285	0.48192	0.415827	0.0660929	0.48192	0.415827	0.0660929	0	0	0	0.000133076	0
_D:	0	7	"TRAIN"	12	12	"4_S+T+"	"01"	"144"	""	50	39.0856	0.0364583	0.538571	0.421278	0.117293	0.538571	0.421278	0.117293	0	0	0	0.000767352	0
_D:	0	7	"TRAIN"	13	13	"4_S+T+"	"01"	"156"	""	50	38.6472	0.03125	0.515886	0.472044	0.0438427	0.515886	0.472044	0.0438427	0	0	0	0.0681097	0
_D:	0	7	"TRAIN"	14	14	"4_S+T+"	"01"	"168"	""	50	29.0511	0.0256076	0.672355	0.368956	0.303399	0.672355	0.368956	0.303399	0	0	0	0.841352	0
_D:	0	7	"TRAIN"	15	15	"4_S+T+"	"01"	"180"	""	50	49.0612	0.0434028	0.424436	0.294391	0.130045	0.424436	0.294391	0.130045	0	0	0	0.00227379	0
_D:	0	7	"TRAIN"	16	16	"4_S+T+"	"01"	"192"	""	50	51.2856	0.0373264	0.389676	0.389757	-8.06153e-05	0.389676	0.389757	-8.06153e-05	0	0	0	2.47396e-05	0
_D:	0	7	"TRAIN"	17	17	"4_S+T+"	"01"	"204"	""	50	41.403	0.0286458	0.442716	0.473124	-0.0304086	0.442716	0.473124	-0.0304086	0	0	0	0.00702555	0
_D:	0	7	"TRAIN"	18	18	"4_S+T+"	"01"	"216"	""	50	37.9647	0.0325521	0.550032	0.497818	0.0522137	0.550032	0.497818	0.0522137	0	0	0	0.794358	0
_D:	0	7	"TRAIN"	19	19	"4_S+T+"	"01"	"228"	""	50	40.1122	0.0407986	0.60336	0.514837	0.0885239	0.60336	0.514837	0.0885239	0	0	0	0.833236	0
_D:	0	7	"TRAIN"	20	20	"4_S+T+"	"01"	"240"	""	50	32.4889	0.0360243	0.677808	0.543485	0.134323	0.677808	0.543485	0.134323	0	0	0	0.744673	0
_D:	0	7	"TRAIN"	21	21	"4_S+T+"	"01"	"252"	""	50	31.8686	0.0329861	0.684401	0.544987	0.139413	0.684401	0.544987	0.139413	0	0	0	0.772973	0
_D:	0	7	"TRAIN"	22	22	"4_S+T+"	"01"	"264"	""	50	36.2601	0.0373264	0.640882	0.519413	0.121469	0.640882	0.519413	0.121469	0	0	0	0.749959	0
_D:	0	7	"TRAIN"	23	23	"4_S+T+"	"01"	"276"	""	50	30.1734	0.0321181	0.644947	0.494276	0.150671	0.644947	0.494276	0.150671	0	0	0	0.798822	0
_D:	0	7	"TRAIN"	24	24	"4_S+T+"	"01"	"288"	""	50	35.1897	0.0373264	0.623213	0.454686	0.168527	0.623213	0.454686	0.168527	0	0	0	0.869331	0
_D:	0	7	"TRAIN"	25	25	"4_S+T+"	"01"	"300"	""	50	35.113	0.0377604	0.588433	0.371969	0.216463	0.588433	0.371969	0.216463	0	0	0	0.850482	0
_D:	0	7	"TRAIN"	26	26	"4_S+T+"	"01"	"312"	""	50	36.4942	0.0377604	0.551716	0.471879	0.0798369	0.551716	0.471879	0.0798369	0	0	0	0.811274	0
_D:	0	7	"TRAIN"	27	27	"4_S+T+"	"01"	"324"	""	50	30.8658	0.0373264	0.65793	0.445884	0.212046	0.65793	0.445884	0.212046	0	0	0	0.832191	0
_D:	0	7	"TRAIN"	28	28	"4_S+T+"	"01"	"336"	""	50	27.2628	0.0299479	0.687364	0.522788	0.164576	0.687364	0.522788	0.164576	0	0	0	0.79288	0
_D:	0	7	"TRAIN"	29	29	"4_S+T+"	"01"	"348"	""	50	29.9765	0.0260417	0.619983	0.325438	0.294545	0.619983	0.325438	0.294545	0	0	0	0.0296896	0
_D:	0	7	"TRAIN"	30	30	"4_S+T+"	"01"	"000"	""	50	29.3882	0.0290799	0.616261	0.350769	0.265492	0.616261	0.350769	0.265492	0	0	0	0.0258586	0
_D:	0	8	"TRAIN"	1	1	"4_S+T+"	"01"	"012"	""	50	0	0	0	0	0	0.616261	0.350769	0.265492	0	0	0	0.00740204	0
_D:	0	8	"TRAIN"	2	2	"4_S+T+"	"01"	"024"	""	50	62.3238	0.0594618	0.445596	0.446145	-0.000549167	0.445596	0.446145	-0.000549167	0	0	0	0.814564	0
_D:	0	8	"TRAIN"	3	3	"4_S+T+"	"01"	"036"	""	50	50.9982	0.0503472	0.645636	0.502445	0.143191	0.645636	0.502445	0.143191	0	0	0	0.896998	0
_D:	0	8	"TRAIN"	4	4	"4_S+T+"	"01"	"048"	""	50	39.4577	0.0421007	0.731233	0.551754	0.179479	0.731233	0.551754	0.179479	0	0	0	0.910638	0
_D:	0	8	"TRAIN"	5	5	"4_S+T+"	"01"	"060"	""	50	41.1797	0.0486111	0.722032	0.527911	0.19412	0.722032	0.527911	0.19412	0	0	0	0.909329	0
_D:	0	8	"TRAIN"	6	6	"4_S+T+"	"01"	"072"	""	50	39.0502	0.0451389	0.71114	0.533387	0.177753	0.71114	0.533387	0.177753	0	0	0	0.903155	0
_D:	0	8	"TRAIN"	7	7	"4_S+T+"	"01"	"084"	""	50	37.4473	0.0390625	0.698184	0.489256	0.208928	0.698184	0.489256	0.208928	0	0	0	0.888599	0
_D:	0	8	"TRAIN"	8	8	"4_S+T+"	"01"	"096"	""	50	41.7118	0.0429688	0.69525	0.499317	0.195933	0.69525	0.499317	0.195933	0	0	0	0.907759	0
_D:	0	8	"TRAIN"	9	9	"4_S+T+"	"01"	"108"	""	50	55.2793	0.0516493	0.560379	0.425827	0.134552	0.560379	0.425827	0.134552	0	0	0	0.901274	0
_D:	0	8	"TRAIN"	10	10	"4_S+T+"	"01"	"120"	""	50	52.6124	0.0503472	0.571389	0.302907	0.268482	0.571389	0.302907	0.268482	0	0	0	0.903583	0
_D:	0	8	"TRAIN"	11	11	"4_S+T+"	"01"	"132"	""	50	29.6687	0.0368924	0.725958	0.415827	0.310131	0.725958	0.415827	0.310131	0	0	0	0.899996	0
_D:	0	8	"TRAIN"	12	12	"4_S+T+"	"01"	"144"	""	50	26.1748	0.0325521	0.773015	0.421278	0.351737	0.773015	0.421278	0.351737	0	0	0	0.894041	0
_D:	0	8	"TRAIN"	13	13	"4_S+T+"	"01"	"156"	""	50	28.6474	0.0342882	0.731792	0.472044	0.259749	0.731792	0.472044	0.259749	0	0	0	0.907752	0
_D:	0	8	"TRAIN"	14	14	"4_S+T+"	"01"	"168"	""	50	36.1241	0.0377604	0.672872	0.368956	0.303916	0.672872	0.368956	0.303916	0	0	0	0.914684	0
_D:	0	8	"TRAIN"	15	15	"4_S+T+"	"01"	"180"	""	50	49.0229	0.0490451	0.605749	0.294391	0.311358	0.605749	0.294391	0.311358	0	0	0	0.914523	0
_D:	0	8	"TRAIN"	16	16	"4_S+T+"	"01"	"192"	""	50	45.9844	0.0546875	0.636041	0.389757	0.246284	0.636041	0.389757	0.246284	0	0	0	0.909191	0
_D:	0	8	"TRAIN"	17	17	"4_S+T+"	"01"	"204"	""	50	40.1257	0.0507812	0.687448	0.473124	0.214323	0.687448	0.473124	0.214323	0	0	0	0.914623	0
_D:	0	8	"TRAIN"	18	18	"4_S+T+"	"01"	"216"	""	50	35.5215	0.0407986	0.716981	0.497818	0.219163	0.716981	0.497818	0.219163	0	0	0	0.910023	0
_D:	0	8	"TRAIN"	19	19	"4_S+T+"	"01"	"228"	""	50	32.4793	0.0364583	0.761429	0.514837	0.246593	0.761429	0.514837	0.246593	0	0	0	0.902121	0
_D:	0	8	"TRAIN"	20	20	"4_S+T+"	"01"	"240"	""	50	33.4128	0.0386285	0.77291	0.543485	0.229425	0.77291	0.543485	0.229425	0	0	0	0.894922	0
_D:	0	8	"TRAIN"	21	21	"4_S+T+"	"01"	"252"	""	50	38.1488	0.047309	0.700385	0.544987	0.155398	0.700385	0.544987	0.155398	0	0	0	0.855451	0
_D:	0	8	"TRAIN"	22	22	"4_S+T+"	"01"	"264"	""	50	30.0743	0.0390625	0.780965	0.519413	0.261553	0.780965	0.519413	0.261553	0	0	0	0.887274	0
_D:	0	8	"TRAIN"	23	23	"4_S+T+"	"01"	"276"	""	50	34.4082	0.0377604	0.721916	0.494276	0.22764	0.721916	0.494276	0.22764	0	0	0	0.91729	0
_D:	0	8	"TRAIN"	24	24	"4_S+T+"	"01"	"288"	""	50	29.8775	0.0338542	0.698056	0.454686	0.243369	0.698056	0.454686	0.243369	0	0	0	0.921115	0
_D:	0	8	"TRAIN"	25	25	"4_S+T+"	"01"	"300"	""	50	31.8109	0.0390625	0.701085	0.371969	0.329116	0.701085	0.371969	0.329116	0	0	0	0.914672	0
_D:	0	8	"TRAIN"	26	26	"4_S+T+"	"01"	"312"	""	50	26.9773	0.0321181	0.716246	0.471879	0.244366	0.716246	0.471879	0.244366	0	0	0	0.887344	0
_D:	0	8	"TRAIN"	27	27	"4_S+T+"	"01"	"324"	""	50	28.1178	0.0334201	0.754123	0.445884	0.308239	0.754123	0.445884	0.308239	0	0	0	0.901736	0
_D:	0	8	"TRAIN"	28	28	"4_S+T+"	"01"	"336"	""	50	25.7912	0.0269097	0.738364	0.522788	0.215575	0.738364	0.522788	0.215575	0	0	0	0.901319	0
_D:	0	8	"TRAIN"	29	29	"4_S+T+"	"01"	"348"	""	50	29.3067	0.0351562	0.729261	0.325438	0.403823	0.729261	0.325438	0.403823	0	0	0	0.912317	0
_D:	0	8	"TRAIN"	30	30	"4_S+T+"	"01"	"000"	""	50	32.8521	0.0334201	0.666394	0.350769	0.315625	0.666394	0.350769	0.315625	0	0	0	0.917007	0
_D:	0	9	"TRAIN"	1	1	"4_S+T+"	"04"	"012"	""	50	0	0	0	0	0	0.666394	0.350769	0.315625	0	0	0	0.000187086	0
_D:	0	9	"TRAIN"	2	2	"4_S+T+"	"04"	"024"	""	50	45.1418	0.046441	0.617887	0.208528	0.409359	0.617887	0.208528	0.409359	0	0	0	0.58577	0
_D:	0	9	"TRAIN"	3	3	"4_S+T+"	"04"	"036"	""	50	26.9953	0.0264757	0.740176	0.626966	0.113209	0.740176	0.626966	0.113209	0	0	0	0.614193	0
_D:	0	9	"TRAIN"	4	4	"4_S+T+"	"04"	"048"	""	50	35.7213	0.0351562	0.622306	0.537771	0.0845351	0.622306	0.537771	0.0845351	0	0	0	0.63809	0
_D:	0	9	"TRAIN"	5	5	"4_S+T+"	"04"	"060"	""	50	26.5969	0.0286458	0.690676	0.553807	0.136869	0.690676	0.553807	0.136869	0	0	0	0.664924	0
_D:	0	9	"TRAIN"	6	6	"4_S+T+"	"04"	"072"	""	50	30.9851	0.0347222	0.584597	0.474658	0.10994	0.584597	0.474658	0.10994	0	0	0	0.778353	0
_D:	0	9	"TRAIN"	7	7	"4_S+T+"	"04"	"084"	""	50	35.0967	0.0334201	0.587389	0.463352	0.124037	0.587389	0.463352	0.124037	0	0	0	0.740241	0
_D:	0	9	"TRAIN"	8	8	"4_S+T+"	"04"	"096"	""	50	34.0546	0.0368924	0.610575	0.506851	0.103724	0.610575	0.506851	0.103724	0	0	0	0.684544	0
